RSID	#STUDY	PVALUE_FE	BETA_FE	STD_FE	PVALUE_RE	BETA_RE	STD_RE	PVALUE_RE2	STAT1_RE2	STAT2_RE2	PVALUE_BE	I_SQUARE	Q	PVALUE_Q	TAU_SQUARE	PVALUES_OF_STUDIES(Tab_delimitered)	MVALUES_OF_STUDIES(Tab_delimitered)
26	8	1.27548E-05	0.145211	0.0332728	0.0781803	0.121155	0.0687856	3.06377E-06	19.0469	3.82977	NA	64.4646	19.6987	0.00625863	0.0181944	0.00012176	5.88561E-05	0.14397	0.880915	0.972469	0.312904	0.641927	0.034943	0.972	0.975	0.448	0.302	0.113	0.347	0.358	0.174	
76	8	0.000116139	0.128439	0.0333249	0.232137	0.108661	0.0909394	1.04981E-08	14.8544	19.071	NA	79.5404	34.2138	1.57081E-05	0.0391438	5.73597E-05	8.04451E-08	0.555843	0.28737	0.180213	0.705154	0.653195	0.495217	0.992	0.999	0.332	0.385	0.004	0.022	0.228	0.222	
4	8	0.0096966	0.0856792	0.033126	0.392633	0.0777307	0.0909289	1.45109E-06	6.6898	17.6072	NA	79.8788	34.7891	1.22526E-05	0.039477	0.000122959	8.08408E-05	0.283144	0.133766	0.706688	0.0184509	0.655495	0.168079	0.960	0.964	0.372	0.413	0.051	0.009	0.246	0.184	
72	8	3.5748E-06	0.154135	0.0332568	0.0196559	0.151562	0.0649686	2.38994E-07	21.4803	6.38662	NA	60.3667	17.6619	0.0135922	0.015277	4.70479E-06	7.09458E-05	0.883232	0.759802	0.703547	1	0.62202	0.168079	0.993	0.987	0.288	0.335	0.128	0.077	0.351	0.441	
45	8	0.00036026	0.118985	0.0333514	0.138204	0.113393	0.0764868	2.75418E-06	12.7278	10.3569	NA	70.9848	24.1253	0.001083	0.0246425	2.18675E-06	0.00161026	0.653195	0.294982	0.917098	0.2668	0.291313	0.363613	0.983	0.934	0.326	0.381	0.100	0.023	0.210	0.366	
95	8	0.00370332	0.0962613	0.0331663	0.313014	0.0944379	0.0936032	7.35386E-07	8.42385	17.1837	NA	80.8724	36.5963	5.59298E-06	0.0421985	0.000214476	1.50427E-05	0.213641	0.0432726	0.395118	0.0972772	0.0629523	0.871129	0.970	0.983	0.400	0.485	0.022	0.009	0.160	0.276	
98	8	1.82912E-06	0.159605	0.03345	0.0665441	0.139115	0.0758225	2.47701E-08	22.7667	9.4868	NA	70.3516	23.61	0.00133377	0.0240331	8.68779E-05	1.63552E-07	0.110875	0.54104	0.834806	0.53496	1	0.647999	0.990	0.998	0.466	0.236	0.044	0.149	0.292	0.251	
12	8	5.2289E-05	0.13496	0.0333634	0.0138994	0.180961	0.0735658	2.19656E-06	16.3633	7.15173	NA	68.1405	21.9715	0.00256935	0.0216176	0.000468039	8.77415E-05	0.0761568	0.0363416	0.447829	0.835449	0.363613	0.186962	0.958	0.972	0.490	0.533	0.042	0.140	0.420	0.452	
6	8	0.000159019	0.126021	0.0333693	0.10053	0.136533	0.083136	7.01664E-07	14.2623	11.4346	NA	75.3743	28.4256	0.00018407	0.0308839	1.55775E-05	0.00022422	0.00735673	0.765315	0.142578	0.65291	0.638525	0.454131	0.986	0.974	0.568	0.282	0.013	0.156	0.272	0.380	
57	8	8.28597E-06	0.148411	0.0332935	0.102561	0.118885	0.0728211	2.87058E-07	19.8707	7.61516	NA	68.2546	22.0504	0.00249007	0.0215744	0.000211277	8.77879E-07	0.653195	0.242032	0.806265	0.508914	0.242032	0.446944	0.980	0.995	0.330	0.405	0.053	0.185	0.196	0.228	
83	8	4.62242E-05	0.13647	0.0334984	0.060207	0.153835	0.0818586	9.80888E-08	16.597	12.9763	NA	74.3386	27.2783	0.000296943	0.0294584	0.00439913	3.29183E-08	0.127555	0.880915	0.533591	0.834724	0.755331	0.124165	0.921	0.995	0.450	0.284	0.030	0.055	0.328	0.449	
69	8	6.5692E-05	0.132814	0.0332754	0.0469224	0.175107	0.0881264	3.8402E-08	15.9311	15.4466	NA	78.1426	32.0257	4.01721E-05	0.0359071	0.00481939	3.71462E-08	0.0234241	0.0831281	0.889862	0.273785	1	0.547678	0.926	0.996	0.543	0.483	0.059	0.013	0.311	0.369	
91	8	8.43063E-09	0.193047	0.0335173	5.60994E-06	0.194889	0.0429216	8.25284E-09	33.1732	1.23188	NA	24.1804	9.23245	0.236395	0.00324725	1.21419E-05	0.000735546	0.28737	0.139232	0.00486665	0.678267	0.64508	0.626628	0.997	0.983	0.528	0.574	0.954	0.192	0.461	0.463	
79	8	3.60583E-07	0.169548	0.0333187	0.082209	0.154613	0.0889597	1.74649E-09	25.8946	11.607	NA	78.6137	32.7312	2.97094E-05	0.0369893	3.49916E-08	8.66755E-05	0.30445	0.029295	0.73044	0.809106	0.501947	0.0115583	0.999	0.994	0.415	0.558	0.086	0.073	0.370	0.114	
14	8	1.69446E-05	0.142987	0.0332392	0.179724	0.104848	0.0781515	2.9085E-07	18.5051	8.95499	NA	72.3147	25.2842	0.000675604	0.0261462	5.29962E-07	0.00027979	0.246778	0.10053	0.782326	0.602759	0.363613	0.634855	0.995	0.976	0.395	0.165	0.047	0.145	0.212	0.324	
34	8	1.31936E-05	0.145239	0.0333357	0.0758913	0.142765	0.0804293	2.7152E-08	18.9823	13.0761	NA	73.7257	26.642	0.000386507	0.0282491	9.01976E-06	1.90518E-06	0.763624	0.661322	0.945291	0.443112	0.747186	0.133766	0.996	0.997	0.318	0.332	0.044	0.015	0.260	0.449	
73	8	0.000744135	0.112126	0.0332445	0.361794	0.0713827	0.0782746	4.62474E-06	11.3756	10.7012	NA	72.3861	25.3496	0.000657767	0.0262427	3.14811E-07	0.00747725	0.184431	0.884992	0.706563	0.355038	0.51398	0.647999	0.977	0.845	0.178	0.253	0.140	0.032	0.226	0.301	
7	8	0.000452137	0.117463	0.0334879	0.344036	0.0895572	0.0946473	8.12949E-07	12.3034	13.1064	NA	80.8932	36.6361	5.49683E-06	0.0430899	5.54264E-06	0.000529256	0.558133	0.00398012	0.862935	0.248158	0.167006	0.0363416	0.984	0.958	0.337	0.553	0.099	0.019	0.201	0.146	
31	8	7.08656E-07	0.165601	0.0333942	0.0587454	0.155458	0.0822489	1.50018E-09	24.5914	13.2133	NA	74.7875	27.764	0.000242624	0.0299733	2.27673E-07	2.82939E-06	0.54104	0.0925032	0.809195	0.972124	0.537322	1	0.999	0.998	0.351	0.479	0.024	0.042	0.223	0.281	
58	8	0.000834779	0.111274	0.0333055	0.17141	0.118139	0.0863783	2.38595E-07	11.1623	16.7079	NA	77.3881	30.9571	6.33164E-05	0.0343874	0.00125552	2.27391E-07	0.24883	0.6507	0.298321	0.271611	0.64508	0.345415	0.956	0.994	0.401	0.330	0.016	0.014	0.247	0.374	
40	8	0.177146	0.0453381	0.0335938	0.746394	0.0331278	0.102437	2.22686E-07	1.8214	26.1716	NA	83.8076	43.2302	3.01107E-07	0.0530106	9.21843E-06	0.00205839	0.634855	0.168079	0.00497365	0.0347189	0.251065	0.755331	0.938	0.875	0.236	0.373	0.026	0.025	0.200	0.289	
1	8	4.14061E-05	0.137	0.0334187	0.0898854	0.146024	0.0860987	1.69884E-08	16.8058	16.1648	NA	76.7659	30.1281	8.99574E-05	0.0334919	0.000149916	1.1299E-07	0.874177	0.442925	0.754602	0.250359	0.124165	0.871129	0.989	0.998	0.310	0.373	0.031	0.008	0.456	0.314	
55	8	1.8912E-05	0.143068	0.0334477	0.102941	0.12433	0.0762403	1.89562E-07	18.2958	9.99724	NA	70.5122	23.7386	0.00126634	0.0242443	3.75397E-05	9.55817E-06	0.218088	0.553344	0.249875	0.222086	0.533316	0.54104	0.989	0.992	0.431	0.369	0.368	0.014	0.259	0.258	
